Parent Molecule,Name,InChIKey,Smiles,Drug Type,Administration_Routes,SideEffects,Oral,Parenteral,Topical,Phase,First Approval,Withdrawn Flag
CHEMBL249837,METHACYCLINE,XIYOPDCBBDCGOE-IWVLMIASSA-N,C=C1c2cccc(O)c2C(=O)C2=C(O)[C@]3(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@H]12,1:Synthetic Small Molecule,,,1,0,0,4.0,1982.0,False
CHEMBL374385,NCX-4016,IOJUJUOXKXMJNF-UHFFFAOYSA-N,CC(=O)Oc1ccccc1C(=O)Oc1cccc(CO[N+](=O)[O-])c1,1:Synthetic Small Molecule,,,0,0,0,2.0,,False
CHEMBL572284,OMBRABULIN,IXWNTLSTOZFSCM-YVACAVLKSA-N,COc1ccc(/C=C\c2cc(OC)c(OC)c(OC)c2)cc1NC(=O)[C@@H](N)CO,1:Synthetic Small Molecule,,,0,0,0,3.0,,False
CHEMBL1625260,TIRACIZINE,KJAMZCVTJDTESW-UHFFFAOYSA-N,CCOC(=O)Nc1ccc2c(c1)N(C(=O)CN(C)C)c1ccccc1CC2,1:Synthetic Small Molecule,,,0,0,0,2.0,,False
CHEMBL2106227,ETIFOXINE,IBYCYJFUEJQSMK-UHFFFAOYSA-N,CCNC1=Nc2ccc(Cl)cc2C(C)(c2ccccc2)O1,1:Synthetic Small Molecule,,,0,0,0,3.0,,False
CHEMBL2103875,TRAMETINIB,LIRYPHYGHXZJBZ-UHFFFAOYSA-N,CC(=O)Nc1cccc(-n2c(=O)n(C3CC3)c(=O)c3c(Nc4ccc(I)cc4F)n(C)c(=O)c(C)c32)c1,1:Synthetic Small Molecule,,,0,0,0,4.0,2013.0,False
CHEMBL2158051,XEVINAPANT,LSXUTRRVVSPWDZ-MKKUMYSQSA-N,CN[C@@H](C)C(=O)N[C@H]1CN(C(=O)CC(C)C)CC[C@H]2CC[C@@H](C(=O)NC(c3ccccc3)c3ccccc3)N2C1=O,1:Synthetic Small Molecule,,,0,0,0,3.0,,False
CHEMBL272080,ISEPAMICIN,UDIIBEDMEYAVNG-ZKFPOVNWSA-N,CN[C@@H]1[C@@H](O)[C@@H](O[C@@H]2[C@@H](O)[C@H](O[C@H]3O[C@H](CN)[C@@H](O)[C@H](O)[C@H]3O)[C@@H](N)C[C@H]2NC(=O)[C@@H](O)CN)OC[C@]1(C)O,1:Synthetic Small Molecule,,,0,0,0,2.0,,False
CHEMBL1194,PRILOCAINE,MVFGUOIZUNYYSO-UHFFFAOYSA-N,CCCNC(C)C(=O)Nc1ccccc1C,1:Synthetic Small Molecule,,,0,1,1,4.0,1965.0,False
CHEMBL1130,DOXIFLURIDINE,ZWAOHEXOSAUJHY-ZIYNGMLESA-N,C[C@H]1O[C@@H](n2cc(F)c(=O)[nH]c2=O)[C@H](O)[C@@H]1O,1:Synthetic Small Molecule,,,0,0,0,3.0,,False
CHEMBL2104607,NIKETHAMIDE,NCYVXEGFNDZQCU-UHFFFAOYSA-N,CCN(CC)C(=O)c1cccnc1,1:Synthetic Small Molecule,,,0,0,0,2.0,,False
CHEMBL3301622,GILTERITINIB,GYQYAJJFPNQOOW-UHFFFAOYSA-N,CCc1nc(C(N)=O)c(Nc2ccc(N3CCC(N4CCN(C)CC4)CC3)c(OC)c2)nc1NC1CCOCC1,1:Synthetic Small Molecule,,,1,0,0,4.0,2018.0,False
CHEMBL1476022,NOMEGESTROL ACETATE,IIVBFTNIGYRNQY-YQLZSBIMSA-N,CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C=C(C)C4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21C,1:Synthetic Small Molecule,,,0,0,0,3.0,,False
CHEMBL766,CILASTATIN,DHSUYTOATWAVLW-WFVMDLQDSA-N,CC1(C)C[C@@H]1C(=O)N/C(=C\CCCCSC[C@H](N)C(=O)O)C(=O)O,1:Synthetic Small Molecule,,,0,1,0,4.0,1985.0,False
CHEMBL1504,TRIAMCINOLONE ACETONIDE,YNDXUCZADRHECN-JNQJZLCISA-N,CC1(C)O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,1:Synthetic Small Molecule,,,0,1,1,4.0,1960.0,False
CHEMBL1449676,ORNIDAZOLE,IPWKIXLWTCNBKN-UHFFFAOYSA-N,Cc1ncc([N+](=O)[O-])n1CC(O)CCl,1:Synthetic Small Molecule,,,0,0,0,3.0,,False
CHEMBL2105395,OSPEMIFENE,LUMKNAVTFCDUIE-VHXPQNKSSA-N,OCCOc1ccc(/C(=C(/CCCl)c2ccccc2)c2ccccc2)cc1,1:Synthetic Small Molecule,,,1,0,0,4.0,2013.0,False
CHEMBL30044,DIBROMPROPAMIDINE,GMJFVGRUYJHMCO-UHFFFAOYSA-N,N=C(N)c1ccc(OCCCOc2ccc(C(=N)N)cc2Br)c(Br)c1,1:Synthetic Small Molecule,,,0,0,0,2.0,,False
CHEMBL515606,CILAZAPRIL,HHHKFGXWKKUNCY-FHWLQOOXSA-N,CCOC(=O)[C@H](CCc1ccccc1)N[C@H]1CCCN2CCC[C@@H](C(=O)O)N2C1=O,1:Synthetic Small Molecule,,,0,0,0,2.0,,False
CHEMBL3655081,ABROCITINIB,IUEWXNHSKRWHDY-UHFFFAOYSA-N,CCCS(=O)(=O)N[C@H]1C[C@@H](N(C)c2ncnc3[nH]ccc23)C1,1:Synthetic Small Molecule,,,1,0,0,4.0,2021.0,False
CHEMBL4298128,ELEXACAFTOR,MVRHVFSOIWFBTE-INIZCTEOSA-N,Cc1nn(C)cc1S(=O)(=O)NC(=O)c1ccc(-n2ccc(OCC(C)(C)C(F)(F)F)n2)nc1N1C[C@@H](C)CC1(C)C,1:Synthetic Small Molecule,,,1,0,0,4.0,2019.0,False
CHEMBL332750,TETOMILAST,XDBHURGONHZNJF-UHFFFAOYSA-N,CCOc1ccc(-c2nc(-c3cccc(C(=O)O)n3)cs2)cc1OCC,1:Synthetic Small Molecule,,,0,0,0,3.0,,False
CHEMBL156791,CLORANOLOL,XYCMOTOFHFTUIU-UHFFFAOYSA-N,CC(C)(C)NCC(O)COc1cc(Cl)ccc1Cl,1:Synthetic Small Molecule,,,0,0,0,2.0,,False
CHEMBL590985,TALOTREXIN,NYQPLPNEESYGNO-IBGZPJMESA-N,Nc1nc(N)c2nc(CNc3ccc(C(=O)N[C@@H](CCCNC(=O)c4ccccc4C(=O)O)C(=O)O)cc3)cnc2n1,1:Synthetic Small Molecule,,,0,0,0,2.0,,False
CHEMBL488025,EXISULIND,MVGSNCBCUWPVDA-MFOYZWKCSA-N,CC1=C(CC(=O)O)c2cc(F)ccc2/C1=C\c1ccc(S(C)(=O)=O)cc1,1:Synthetic Small Molecule,,,0,0,0,3.0,,False
CHEMBL218227,S-1360,HFHDGHOGHWXXDT-ZSOIEALJSA-N,O=C(/C=C(\O)c1nc[nH]n1)c1ccc(Cc2ccc(F)cc2)o1,1:Synthetic Small Molecule,,,0,0,0,2.0,,False
CHEMBL3622821,UPADACITINIB,WYQFJHHDOKWSHR-MNOVXSKESA-N,CC[C@@H]1CN(C(=O)NCC(F)(F)F)C[C@@H]1c1cnc2cnc3[nH]ccc3n12,1:Synthetic Small Molecule,,,1,0,0,4.0,2019.0,False
CHEMBL206815,APRATASTAT,MAVDNGWEBZTACC-HNNXBMFYSA-N,CC1(C)SCCN(S(=O)(=O)c2ccc(OCC#CCO)cc2)[C@H]1C(=O)NO,1:Synthetic Small Molecule,,,0,0,0,2.0,,False
CHEMBL345524,ANTRAFENINE,NWGGKKGAFZIVBJ-UHFFFAOYSA-N,O=C(OCCN1CCN(c2cccc(C(F)(F)F)c2)CC1)c1ccccc1Nc1ccnc2cc(C(F)(F)F)ccc12,1:Synthetic Small Molecule,,,0,0,0,4.0,,True
CHEMBL1233598,2-IMINOBIOTIN,WWVANQJRLPIHNS-ZKWXMUAHSA-N,N=C1N[C@H]2[C@H](CS[C@H]2CCCCC(=O)O)N1,1:Synthetic Small Molecule,,,0,0,0,2.0,,False
CHEMBL198362,RIVAROXABAN,KGFYHTZWPPHNLQ-AWEZNQCLSA-N,O=C(NC[C@H]1CN(c2ccc(N3CCOCC3=O)cc2)C(=O)O1)c1ccc(Cl)s1,1:Synthetic Small Molecule,,,1,0,0,4.0,2008.0,False
CHEMBL833,TICLOPIDINE,PHWBOXQYWZNQIN-UHFFFAOYSA-N,Clc1ccccc1CN1CCc2sccc2C1,1:Synthetic Small Molecule,,,1,0,0,4.0,1991.0,False
CHEMBL360055,GALLAMINE,OZLPUNFFCJDMJD-UHFFFAOYSA-N,CC[N+](CC)(CC)CCOc1cccc(OCC[N+](CC)(CC)CC)c1OCC[N+](CC)(CC)CC,1:Synthetic Small Molecule,,,0,1,0,4.0,1982.0,False
CHEMBL557,DETROTHYRONINE,AUYYCJSJGJYCDS-GFCCVEGCSA-N,N[C@H](Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1)C(=O)O,1:Synthetic Small Molecule,,,0,0,0,2.0,,False
CHEMBL5314423,ZASOCITINIB,BWINBHTTZLVXGT-NVXWUHKLSA-N,CNc1cc(Nc2cccn(-c3ccccn3)c2=O)nc2c(C(=O)N[C@@H]3CC[C@H]3OC)cnn12,1:Synthetic Small Molecule,,,0,0,0,3.0,,False
CHEMBL119549,ANDOLAST,VXEBMQZDPONDFB-UHFFFAOYSA-N,O=C(Nc1ccc(-c2nnn[nH]2)cc1)c1ccc(-c2nnn[nH]2)cc1,1:Synthetic Small Molecule,,,0,0,0,2.0,,False
CHEMBL1182714,CEVIPABULIN,ZUZPCOQWSYNWLU-VIFPVBQESA-N,CNCCCOc1cc(F)c(-c2c(Cl)nc3ncnn3c2N[C@@H](C)C(F)(F)F)c(F)c1,1:Synthetic Small Molecule,,,0,0,0,2.0,,False
CHEMBL1199324,FOSAPREPITANT,BARDROPHSZEBKC-OITMNORJSA-N,C[C@@H](O[C@H]1OCCN(Cc2nn(P(=O)(O)O)c(=O)[nH]2)[C@H]1c1ccc(F)cc1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,1:Synthetic Small Molecule,,,0,1,0,4.0,2008.0,False
CHEMBL2219413,BRILACIDIN,QPDYBCZNGUJZDK-DNQXCXABSA-N,N=C(N)NCCCCC(=O)Nc1cc(C(F)(F)F)cc(NC(=O)c2cc(C(=O)Nc3cc(C(F)(F)F)cc(NC(=O)CCCCNC(=N)N)c3O[C@@H]3CCNC3)ncn2)c1O[C@@H]1CCNC1,1:Synthetic Small Molecule,,,0,0,0,2.0,,False
CHEMBL1353,SODIUM BICARBONATE,UIIMBOGNXHQVGW-UHFFFAOYSA-M,O=C([O-])O.[Na+],1:Synthetic Small Molecule,,,1,1,0,4.0,1982.0,False
CHEMBL159226,MOXISYLYTE,VRYMTAVOXVTQEF-UHFFFAOYSA-N,CC(=O)Oc1cc(C(C)C)c(OCCN(C)C)cc1C,1:Synthetic Small Molecule,,,1,0,0,4.0,,True
CHEMBL1114,THEOBROMINE,YAPQBXQYLJRXSA-UHFFFAOYSA-N,Cn1cnc2c1c(=O)[nH]c(=O)n2C,1:Synthetic Small Molecule,,,0,0,0,3.0,,False
CHEMBL1359,ERTAPENEM,JUZNIMUFDBIJCM-ANEDZVCMSA-N,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(S[C@@H]3CN[C@H](C(=O)Nc4cccc(C(=O)O)c4)C3)[C@H](C)[C@H]12,1:Synthetic Small Molecule,,,0,1,0,4.0,2001.0,False
CHEMBL1200774,FLUPREDNISOLONE,MYYIMZRZXIQBGI-HVIRSNARSA-N,C[C@]12C=CC(=O)C=C1[C@@H](F)C[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,1:Synthetic Small Molecule,,,1,0,0,4.0,1982.0,False
CHEMBL1201116,HETACILLIN,DXVUYOAEDJXBPY-NFFDBFGFSA-N,CC1(C)S[C@@H]2[C@H](N3C(=O)[C@@H](c4ccccc4)NC3(C)C)C(=O)N2[C@H]1C(=O)O,1:Synthetic Small Molecule,,,1,0,0,4.0,1982.0,False
CHEMBL3039598,FOSINOPRIL,BIDNLKIUORFRQP-XYGFDPSESA-N,CCC(=O)O[C@@H](O[P@](=O)(CCCCc1ccccc1)CC(=O)N1C[C@H](C2CCCCC2)C[C@H]1C(=O)O)C(C)C,1:Synthetic Small Molecule,,,1,0,0,4.0,1991.0,False
CHEMBL2040682,CICLESONIDE,LUKZNWIVRBCLON-GXOBDPJESA-N,CC(C)C(=O)OCC(=O)[C@@]12O[C@H](C3CCCCC3)O[C@@H]1C[C@H]1[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]12C,1:Synthetic Small Molecule,,,0,0,1,4.0,2006.0,False
CHEMBL1538,TENOFOVIR DISOPROXIL,JFVZFKDSXNQEJW-CQSZACIVSA-N,CC(C)OC(=O)OCOP(=O)(CO[C@H](C)Cn1cnc2c(N)ncnc21)OCOC(=O)OC(C)C,1:Synthetic Small Molecule,,,1,0,0,4.0,2001.0,False
CHEMBL601719,CRIZOTINIB,KTEIFNKAUNYNJU-GFCCVEGCSA-N,C[C@@H](Oc1cc(-c2cnn(C3CCNCC3)c2)cnc1N)c1c(Cl)ccc(F)c1Cl,1:Synthetic Small Molecule,,,1,0,0,4.0,2011.0,False
CHEMBL2163631,SABIZABULIN,WQGVHOVEXMOLOK-UHFFFAOYSA-N,COc1cc(C(=O)c2cnc(-c3c[nH]c4ccccc34)[nH]2)cc(OC)c1OC,1:Synthetic Small Molecule,,,0,0,0,3.0,,False
CHEMBL4104957,RODATRISTAT,ZNSPHKJFQDEABI-NZQKXSOJSA-N,Nc1nc(O[C@H](c2ccc(Cl)cc2-c2ccccc2)C(F)(F)F)cc(N2CCC3(CC2)CN[C@H](C(=O)O)C3)n1,1:Synthetic Small Molecule,,,0,0,0,2.0,,False
CHEMBL2105695,TELOTRISTAT ETHYL,MDSQOJYHHZBZKA-GBXCKJPGSA-N,CCOC(=O)[C@@H](N)Cc1ccc(-c2cc(O[C@H](c3ccc(Cl)cc3-n3ccc(C)n3)C(F)(F)F)nc(N)n2)cc1,1:Synthetic Small Molecule,,,1,0,0,4.0,2017.0,False
CHEMBL61511,PERFOSFAMIDE,VPAWVRUHMJVRHU-UHFFFAOYSA-N,O=P1(N(CCCl)CCCl)NC(OO)CCO1,1:Synthetic Small Molecule,,,0,0,0,2.0,,False
CHEMBL1200570,MEGLUMINE,MBBZMMPHUWSWHV-BDVNFPICSA-N,CNC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,1:Synthetic Small Molecule,,,0,1,0,4.0,1982.0,False
CHEMBL1219,RABEPRAZOLE,YREYEVIYCVEVJK-UHFFFAOYSA-N,COCCCOc1ccnc(C[S+]([O-])c2nc3ccccc3[nH]2)c1C,1:Synthetic Small Molecule,,,1,0,0,4.0,1999.0,False
CHEMBL20,ACETAZOLAMIDE,BZKPWHYZMXOIDC-UHFFFAOYSA-N,CC(=O)Nc1nnc(S(N)(=O)=O)s1,1:Synthetic Small Molecule,,,1,1,0,4.0,1953.0,False
CHEMBL5095228,SENDEGOBRESIB,GNRGNRCQXHMQQV-ZQAZVOLISA-N,COc1cc(-c2cn(C)c(=O)c(C)c2C)cc(OC)c1CN1CC[C@H](N2CCN(c3ccc(N[C@H]4CCC(=O)NC4=O)cc3F)CC2)C(F)(F)C1,1:Synthetic Small Molecule,,,0,0,0,2.0,,False
CHEMBL76725,GUANOXAN,HIUVKVDQFXDZHU-UHFFFAOYSA-N,N=C(N)NCC1COc2ccccc2O1,1:Synthetic Small Molecule,,,0,0,0,2.0,,False
CHEMBL5095253,ULONIVIRINE,YSFHLBYWQCLYIY-UHFFFAOYSA-N,N#Cc1cc(Cl)cc(Oc2c(C(F)(F)F)ncn(Cc3cc(C(F)(F)F)c(=O)[nH]n3)c2=O)c1,1:Synthetic Small Molecule,,,0,0,0,2.0,,False
CHEMBL1098319,2-MERCAPTOETHANESULFONIC ACID,ZNEWHQLOPFWXOF-UHFFFAOYSA-N,O=S(=O)(O)CCS,1:Synthetic Small Molecule,,,1,1,0,4.0,1988.0,False
CHEMBL1206232,FOSBRETABULIN,WDOGQTQEKVLZIJ-WAYWQWQTSA-N,COc1ccc(/C=C\c2cc(OC)c(OC)c(OC)c2)cc1OP(=O)(O)O,1:Synthetic Small Molecule,,,0,0,0,3.0,,False
CHEMBL1568698,GANAXOLONE,PGTVWKLGGCQMBR-FLBATMFCSA-N,CC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4C[C@](C)(O)CC[C@]4(C)[C@H]3CC[C@]12C,1:Synthetic Small Molecule,,,1,0,0,4.0,2022.0,False
CHEMBL1697826,BUTAPERAZINE,DVLBYTMYSMAKHP-UHFFFAOYSA-N,CCCC(=O)c1ccc2c(c1)N(CCCN1CCN(C)CC1)c1ccccc1S2,1:Synthetic Small Molecule,,,0,0,0,2.0,,False
CHEMBL1518,PROPYLTHIOURACIL,KNAHARQHSZJURB-UHFFFAOYSA-N,CCCc1cc(=O)[nH]c(=S)[nH]1,1:Synthetic Small Molecule,,,1,0,0,4.0,1947.0,False
CHEMBL1489254,TRIACETIN,URAYPUMNDPQOKB-UHFFFAOYSA-N,CC(=O)OCC(COC(C)=O)OC(C)=O,1:Synthetic Small Molecule,,,0,0,0,2.0,,False
CHEMBL578211,COTININE,UIKROCXWUNQSPJ-VIFPVBQESA-N,CN1C(=O)CC[C@H]1c1cccnc1,1:Synthetic Small Molecule,,,0,0,0,2.0,,False
CHEMBL1201749,DIFLUPREDNATE,WYQPLTPSGFELIB-JTQPXKBDSA-N,CCCC(=O)O[C@]1(C(=O)COC(C)=O)CC[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,1:Synthetic Small Molecule,,,0,0,1,4.0,2008.0,False
CHEMBL499,TIMOLOL,BLJRIMJGRPQVNF-JTQLQIEISA-N,CC(C)(C)NC[C@H](O)COc1nsnc1N1CCOCC1,1:Synthetic Small Molecule,,,1,0,1,4.0,1978.0,False
CHEMBL29757,D-ASPARTATE,CKLJMWTZIZZHCS-UWTATZPHSA-N,N[C@H](CC(=O)O)C(=O)O,1:Synthetic Small Molecule,,,0,0,0,2.0,,False
CHEMBL1598608,AZASETRON,WUKZPHOXUVCQOR-UHFFFAOYSA-N,CN1C(=O)COc2c(C(=O)NC3CN4CCC3CC4)cc(Cl)cc21,1:Synthetic Small Molecule,,,0,0,0,2.0,,False
CHEMBL44426,PIPENDOXIFENE,JICOGKJOQXTAIP-UHFFFAOYSA-N,Cc1c(-c2ccc(O)cc2)n(Cc2ccc(OCCN3CCCCC3)cc2)c2ccc(O)cc12,1:Synthetic Small Molecule,,,0,0,0,2.0,,False
CHEMBL1104,EDROPHONIUM,VWLHWLSRQJQWRG-UHFFFAOYSA-O,CC[N+](C)(C)c1cccc(O)c1,1:Synthetic Small Molecule,,,0,1,0,4.0,1951.0,False
CHEMBL3638051,SULCARDINE,SYZGIWXQGIBJGN-UHFFFAOYSA-N,COc1ccc(S(=O)(=O)NCc2cc(CN3CCCC3)c(O)c(CN3CCCC3)c2)cc1,1:Synthetic Small Molecule,,,0,0,0,2.0,,False
CHEMBL1255653,SEPIAPTERIN,VPVOXUSPXFPWBN-VKHMYHEASA-N,C[C@H](O)C(=O)C1=Nc2c(nc(N)[nH]c2=O)NC1,1:Synthetic Small Molecule,,,0,0,0,3.0,,False
CHEMBL3989908,ENASIDENIB,DYLUUSLLRIQKOE-UHFFFAOYSA-N,CC(C)(O)CNc1nc(Nc2ccnc(C(F)(F)F)c2)nc(-c2cccc(C(F)(F)F)n2)n1,1:Synthetic Small Molecule,,,1,0,0,4.0,2017.0,False
CHEMBL1727,CEPHALEXIN ANHYDROUS,ZAIPMKNFIOOWCQ-UEKVPHQBSA-N,CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccccc3)[C@H]2SC1,1:Synthetic Small Molecule,,,1,0,0,4.0,1971.0,False
CHEMBL1697733,ACETYLCARNITINE,RDHQFKQIGNGIED-MRVPVSSYSA-N,CC(=O)O[C@H](CC(=O)[O-])C[N+](C)(C)C,1:Synthetic Small Molecule,,,0,0,0,3.0,,False
CHEMBL1120,BISMUTH SUBSALICYLATE,,,1:Synthetic Small Molecule,,,1,0,0,4.0,1996.0,False
CHEMBL475534,NITRENDIPINE,PVHUJELLJLJGLN-UHFFFAOYSA-N,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc([N+](=O)[O-])c1,1:Synthetic Small Molecule,,,0,0,0,3.0,,False
CHEMBL64195,BECLAMIDE,JPYQFYIEOUVJDU-UHFFFAOYSA-N,O=C(CCCl)NCc1ccccc1,1:Synthetic Small Molecule,,,0,0,0,2.0,,False
CHEMBL482950,PEXACERFONT,LBWQSAZEYIZZCE-SNVBAGLBSA-N,CC[C@@H](C)Nc1nc(C)nc2c(-c3ccc(OC)nc3C)c(C)nn12,1:Synthetic Small Molecule,,,0,0,0,3.0,,False
CHEMBL489095,CAMICINAL,RZKDEGZIFSJVNA-IBGZPJMESA-N,C[C@H]1CN(Cc2ccc(CC(=O)N3CCC(Nc4cccc(F)c4)CC3)cc2)CCN1,1:Synthetic Small Molecule,,,0,0,0,3.0,,False
CHEMBL22108,DIMETHINDENE,MVMQESMQSYOVGV-UHFFFAOYSA-N,CC(C1=C(CCN(C)C)Cc2ccccc21)c1ccccn1,1:Synthetic Small Molecule,,,0,0,0,3.0,,False
CHEMBL2107830,EMPAGLIFLOZIN,OBWASQILIWPZMG-QZMOQZSNSA-N,OC[C@H]1O[C@@H](c2ccc(Cl)c(Cc3ccc(O[C@H]4CCOC4)cc3)c2)[C@H](O)[C@@H](O)[C@@H]1O,1:Synthetic Small Molecule,,,1,0,0,4.0,2014.0,False
CHEMBL127643,DIMETHISOQUIN,XNMYNYSCEJBRPZ-UHFFFAOYSA-N,CCCCc1cc2ccccc2c(OCCN(C)C)n1,1:Synthetic Small Molecule,,,0,0,0,2.0,,False
CHEMBL1291,METIPRANOLOL,BQIPXWYNLPYNHW-UHFFFAOYSA-N,CC(=O)Oc1c(C)cc(OCC(O)CNC(C)C)c(C)c1C,1:Synthetic Small Molecule,,,0,0,1,4.0,1989.0,True
CHEMBL428880,CROMOLYN,IMZMKUWMOSJXDT-UHFFFAOYSA-N,O=C(O)c1cc(=O)c2c(OCC(O)COc3cccc4oc(C(=O)O)cc(=O)c34)cccc2o1,1:Synthetic Small Molecule,,,1,0,1,4.0,1982.0,False
CHEMBL1021,NEPAFENAC,QEFAQIPZVLVERP-UHFFFAOYSA-N,NC(=O)Cc1cccc(C(=O)c2ccccc2)c1N,1:Synthetic Small Molecule,,,0,0,1,4.0,2005.0,False
CHEMBL1940832,MILVETEROL,BMKINZUHKYLSKI-DQEYMECFSA-N,O=CNc1cc([C@@H](O)CNCCc2ccc(NC[C@H](O)c3ccccc3)cc2)ccc1O,1:Synthetic Small Molecule,,,0,0,0,2.0,,False
CHEMBL191083,METHYLENE BLUE CATION,RBTBFTRPCNLSDE-UHFFFAOYSA-N,CN(C)c1ccc2nc3ccc(=[N+](C)C)cc-3sc2c1,1:Synthetic Small Molecule,,,0,1,0,4.0,2011.0,False
CHEMBL4748352,LXE-408,GNVVPYCWVLCWKV-UHFFFAOYSA-N,Cc1nc(C)c(C(=O)Nc2ccc(F)c(-c3nc4ncc(-c5ncccc5C)cn4n3)c2)o1,1:Synthetic Small Molecule,,,0,0,0,2.0,,False
CHEMBL811,BROMPHENIRAMINE,ZDIGNSYAACHWNL-UHFFFAOYSA-N,CN(C)CCC(c1ccc(Br)cc1)c1ccccn1,1:Synthetic Small Molecule,,,1,1,0,4.0,1957.0,False
CHEMBL19490,ZOMEPIRAC,ZXVNMYWKKDOREA-UHFFFAOYSA-N,Cc1cc(CC(=O)O)n(C)c1C(=O)c1ccc(Cl)cc1,1:Synthetic Small Molecule,,,0,0,0,4.0,1980.0,True
CHEMBL5095244,SAFIMALTIB,APWRZPQBPCAXFP-UHFFFAOYSA-N,O=C(Nc1ccnc(C(F)(F)F)c1)c1cnn(-c2cccc3c(=O)[nH]ccc23)c1C(F)(F)F,1:Synthetic Small Molecule,,,0,0,0,2.0,,False
CHEMBL512306,DPA-714,FLZZFWBNYJNHMY-UHFFFAOYSA-N,CCN(CC)C(=O)Cc1c(-c2ccc(OCCF)cc2)nn2c(C)cc(C)nc12,1:Synthetic Small Molecule,,,0,0,0,2.0,,False
CHEMBL1201794,RIBOFLAVIN 5'-PHOSPHATE,FVTCRASFADXXNN-SCRDCRAPSA-N,Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(C[C@H](O)[C@H](O)[C@H](O)COP(=O)(O)O)c2cc1C,1:Synthetic Small Molecule,,,0,1,1,4.0,1985.0,False
CHEMBL507419,METAHEXAMIDE,XXYTXQGCRQLRHA-UHFFFAOYSA-N,Cc1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1N,1:Synthetic Small Molecule,,,0,0,0,2.0,,False
CHEMBL1054,TRICHLORMETHIAZIDE,LMJSLTNSBFUCMU-UHFFFAOYSA-N,NS(=O)(=O)c1cc2c(cc1Cl)NC(C(Cl)Cl)NS2(=O)=O,1:Synthetic Small Molecule,,,1,0,0,4.0,1960.0,False
CHEMBL1201232,ISOPROPAMIDE,JTPUMZTWMWIVPA-UHFFFAOYSA-O,CC(C)[N+](C)(CCC(C(N)=O)(c1ccccc1)c1ccccc1)C(C)C,1:Synthetic Small Molecule,,,1,0,0,4.0,1957.0,False
CHEMBL1796998,SULFUR HEXAFLUORIDE,SFZCNBIFKDRMGX-UHFFFAOYSA-N,FS(F)(F)(F)(F)F,1:Synthetic Small Molecule,,,0,1,0,4.0,2001.0,False
CHEMBL2110602,CEPHACETRILE,RRYMAQUWDLIUPV-BXKDBHETSA-N,CC(=O)OCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)CC#N)[C@H]2SC1,1:Synthetic Small Molecule,,,0,0,0,2.0,,False
CHEMBL205596,CHOLIC ACID,BHQCQFFYRZLCQQ-OELDTZBJSA-N,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C,1:Synthetic Small Molecule,,,1,0,0,4.0,2013.0,False
CHEMBL232943,MK0686,WZZIQHIQMWJNLU-LLVKDONJSA-N,COC(=O)c1c(Cl)cccc1-c1ccc([C@@H](C)NC(=O)C2(NC(=O)C(F)(F)F)CC2)c(F)c1,1:Synthetic Small Molecule,,,0,0,0,2.0,,False
CHEMBL437765,RIFAMYCIN,HJYYPODYNSCCOU-ODRIEIDWSA-N,CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(cc(O)c4c3C2=O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C,1:Synthetic Small Molecule,,,1,0,0,4.0,2018.0,False
CHEMBL2105107,INECALCITOL,HHGRMHMXKPQNGF-WNSNRMDMSA-N,C[C@H](CC#CC(C)(C)O)[C@H]1CC[C@@H]2/C(=C/C=C3C[C@@H](O)C[C@H](O)C3)CCC[C@@]21C,1:Synthetic Small Molecule,,,0,0,0,2.0,,False
CHEMBL601,AMINOLEVULINIC ACID,ZGXJTSGNIOSYLO-UHFFFAOYSA-N,NCC(=O)CCC(=O)O,1:Synthetic Small Molecule,,,1,0,1,4.0,1999.0,False
