"Parent Molecule";"Name";"Synonyms";"Research Codes";"Phase";"Drug Applicants";"USAN Stem";"USAN Year";"USAN Definition";"USAN Stem - Substem";"First Approval";"ATC Codes";"Level 4 ATC Codes";"Level 3 ATC Codes";"Level 2 ATC Codes";"Level 1 ATC Codes";"Patent";"Drug Type";"Passes Rule of Five";"First In Class";"Chirality";"Prodrug";"Oral";"Parenteral";"Topical";"Black Box";"Availability Type";"Smiles";"Inchi";"Withdrawn Flag";"Orphan"
"CHEMBL1493";"FLAVOXATE";"BLADURIL|FLAVOXATE|FLAVOXATO";"";"4.0";"Ortho Mcneil Janssen Pharmaceuticals Inc|Impax Pharmaceuticals|Padagis Us Llc|Epic Pharma Llc";"";"1968";"";"";"1970";"G04BD02";"G04BD - Drugs for urinary frequency and incontinence";"G04B - UROLOGICALS";"G04 - UROLOGICALS";"G - GENITO URINARY SYSTEM AND SEX HORMONES";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"1";"0";"0";"0";"Prescription Only";"Cc1c(-c2ccccc2)oc2c(C(=O)OCCN3CCCCC3)cccc2c1=O";"InChI=1S/C24H25NO4/c1-17-21(26)19-11-8-12-20(23(19)29-22(17)18-9-4-2-5-10-18)24(27)28-16-15-25-13-6-3-7-14-25/h2,4-5,8-12H,3,6-7,13-16H2,1H3";"False";"0"
"CHEMBL817";"TOLAZAMIDE";"NSC-70762|TOLAZAMIDA|TOLAZAMIDE|TOLINASE|U-17835";"NSC-70762|U-17835";"4.0";"Pharmacia And Upjohn Co|Cosette Pharmaceuticals Inc|Usl Pharma Inc|Barr Laboratories Inc|Watson Laboratories Inc|Superpharm Corp|Chartwell Rx Sciences Llc|Par Pharmaceutical Inc|Duramed Pharmaceuticals Inc Sub Barr Laboratories Inc|Natco Pharma Ltd";"";"1964";"";"";"1966";"A10BB05";"A10BB - Sulfonylureas";"A10B - BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS";"A10 - DRUGS USED IN DIABETES";"A - ALIMENTARY TRACT AND METABOLISM";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"1";"0";"0";"0";"Prescription Only";"Cc1ccc(S(=O)(=O)NC(=O)NN2CCCCCC2)cc1";"InChI=1S/C14H21N3O3S/c1-12-6-8-13(9-7-12)21(19,20)16-14(18)15-17-10-4-2-3-5-11-17/h6-9H,2-5,10-11H2,1H3,(H2,15,16,18)";"False";"0"
"CHEMBL1731";"MEZLOCILLIN";"BAY-F-1353|BAYPEN|MEZLOCILINA|MEZLOCILLIN|MEZLOCILLINE";"BAY-F-1353";"4.0";"Bayer Pharmaceuticals Corp";"'-cillin'";"1976";"penicillins";"'-cillin(-cillin)'";"1981";"J01CA10";"J01CA - Penicillins with extended spectrum";"J01C - BETA-LACTAM ANTIBACTERIALS, PENICILLINS";"J01 - ANTIBACTERIALS FOR SYSTEMIC USE";"J - ANTIINFECTIVES FOR SYSTEMIC USE";"None";"1:Synthetic Small Molecule";"0";"0";"Single Stereoisomer";"0";"0";"1";"0";"0";"Discontinued";"CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](NC(=O)N3CCN(S(C)(=O)=O)C3=O)c3ccccc3)C(=O)N2[C@H]1C(=O)O";"InChI=1S/C21H25N5O8S2/c1-21(2)14(18(29)30)26-16(28)13(17(26)35-21)22-15(27)12(11-7-5-4-6-8-11)23-19(31)24-9-10-25(20(24)32)36(3,33)34/h4-8,12-14,17H,9-10H2,1-3H3,(H,22,27)(H,23,31)(H,29,30)/t12-,13-,14+,17-/m1/s1";"False";"0"
"CHEMBL3707313";"TRIFAROTENE";"AKLIEF|CD-5789|CD5789|TRIFAROTENE|TRIFAROTENO";"CD-5789|CD5789";"4.0";"Galderma Laboratories Lp";"'-arotene'";"2015";"arotinoid derivatives";"'-arotene(-arotene)'";"2019";"D10AD06";"D10AD - Retinoids for topical use in acne";"D10A - ANTI-ACNE PREPARATIONS FOR TOPICAL USE";"D10 - ANTI-ACNE PREPARATIONS";"D - DERMATOLOGICALS";"US-7807708-B2";"1:Synthetic Small Molecule";"0";"0";"Achiral Molecule";"0";"0";"0";"1";"0";"Prescription Only";"CC(C)(C)c1cc(-c2cc(-c3ccc(C(=O)O)cc3)ccc2OCCO)ccc1N1CCCC1";"InChI=1S/C29H33NO4/c1-29(2,3)25-19-23(10-12-26(25)30-14-4-5-15-30)24-18-22(11-13-27(24)34-17-16-31)20-6-8-21(9-7-20)28(32)33/h6-13,18-19,31H,4-5,14-17H2,1-3H3,(H,32,33)";"False";"0"
"CHEMBL455136";"ALMOREXANT";"ACT-078573|ALMOREXANT";"ACT-078573";"3.0";"";"";"";"";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"0";"0";"Single Stereoisomer";"0";"0";"0";"0";"0";"Unknown";"CNC(=O)[C@@H](c1ccccc1)N1CCc2cc(OC)c(OC)cc2[C@@H]1CCc1ccc(C(F)(F)F)cc1";"InChI=1S/C29H31F3N2O3/c1-33-28(35)27(20-7-5-4-6-8-20)34-16-15-21-17-25(36-2)26(37-3)18-23(21)24(34)14-11-19-9-12-22(13-10-19)29(30,31)32/h4-10,12-13,17-18,24,27H,11,14-16H2,1-3H3,(H,33,35)/t24-,27+/m0/s1";"False";"0"
"CHEMBL119625";"ZONAMPANEL";"YM 872|YM 872 ANHYDROUS|YM-872|YM-872 ANHYDROUS|YM872|YM872 ANHYDROUS|ZONAMPANEL|ZONAMPANEL ANHYDROUS|ZONAMPANEL MONOHYDRATE";"YM 872 ANHYDROUS|YM-872|YM-872 ANHYDROUS|YM872|YM872 ANHYDROUS";"2.0";"";"'-ampa-'";"2000";"ionotropic non-NMDA (N-methyl D-aspartate) glutamate receptors [AMPA (alpha-amino-3-hydroxy-5-methyl-4-isoxazolepropionic acid receptor) and/or KA (kainite antagonist) receptors]: antagonists";"'-ampa-(-ampa- (-ampanel))'";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"0";"0";"0";"0";"Unknown";"O=C(O)Cn1c(=O)c(=O)[nH]c2cc([N+](=O)[O-])c(-n3ccnc3)cc21";"InChI=1S/C13H9N5O6/c19-11(20)5-17-8-4-9(16-2-1-14-6-16)10(18(23)24)3-7(8)15-12(21)13(17)22/h1-4,6H,5H2,(H,15,21)(H,19,20)";"False";"0"
"CHEMBL44354";"CEFTAZIDIME";"CEFTAZIDIMA|CEFTAZIDIME|CEFTAZIDIME ANHYDROUS|CEFTAZIDIME COMPONENT OF AVYCAZ|CEFTAZIDIME COMPONENT OF ZAVICEFTA|CEFTAZIDIME HYDRATE|CEFTAZIDIME PENTAHYDRATE|CEPTAZ|Ceftazidime (arginine formulation)|FORTAZ|Fortam|Fortum|GR 20263|GR-20263|J01DD07|Kefazim|LY 139381|LY-139381|NSC-759260|PENTACEF|TAZICEF|TAZIDIME";"GR 20263|GR-20263|J01DD07|LY 139381|LY-139381|NSC-759260";"4.0";"Acs Dobfar Spa|Wockhardt Ltd|B Braun Medical Inc|Hospira Inc|Pai Holdings Llc Dba Pharmaceutical Associates Inc|Glaxosmithkline|Abbvie Inc|Baxter Healthcare Corp|Aurobindo Pharma Ltd|Eli Lilly And Co";"'cef-'";"1980";"cephalosporins";"'cef-(cef-)'";"1985";"J01DD02";"J01DD - Third-generation cephalosporins";"J01D - OTHER BETA-LACTAM ANTIBACTERIALS";"J01 - ANTIBACTERIALS FOR SYSTEMIC USE";"J - ANTIINFECTIVES FOR SYSTEMIC USE";"US-7112592-B2";"1:Synthetic Small Molecule";"0";"0";"Single Stereoisomer";"0";"0";"1";"0";"1";"Prescription Only";"CC(C)(O/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3ccccc3)CS[C@H]12)c1csc(N)n1)C(=O)O";"InChI=1S/C22H22N6O7S2/c1-22(2,20(33)34)35-26-13(12-10-37-21(23)24-12)16(29)25-14-17(30)28-15(19(31)32)11(9-36-18(14)28)8-27-6-4-3-5-7-27/h3-7,10,14,18H,8-9H2,1-2H3,(H4-,23,24,25,29,31,32,33,34)/b26-13-/t14-,18-/m1/s1";"False";"0"
"CHEMBL5314911";"BMS-986310";"BMS-986310|ONO-4578";"";"2.0";"";"";"";"";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Single Stereoisomer";"0";"0";"0";"0";"0";"Unknown";"CC(C)NC(=O)c1ccc2c(c1)[C@]1(CCO2)C[C@H]1C(=O)Nc1cc(C#N)ccc1CCCC(=O)O";"InChI=1S/C27H29N3O5/c1-16(2)29-25(33)19-8-9-23-20(13-19)27(10-11-35-23)14-21(27)26(34)30-22-12-17(15-28)6-7-18(22)4-3-5-24(31)32/h6-9,12-13,16,21H,3-5,10-11,14H2,1-2H3,(H,29,33)(H,30,34)(H,31,32)/t21-,27-/m0/s1";"False";"0"
"CHEMBL1234886";"OXYGEN";"DIOXYGEN|E-948|E948|INS NO.948|INS-948|MEDICINAL OXYGEN AIR LIQUIDE SANTE|MOLECULAR OXYGEN|OXYGEN|OXYGEN 93 PERCENT|OXYGEN COMPONENT OF RNS-60|OXYGEN COMPONENT OF RNS60|OXYGEN MOLECULE|OXYGENIUM";"E-948|INS NO.948|INS-948|OXYGEN COMPONENT OF RNS-60|OXYGEN COMPONENT OF RNS60";"4.0";"";"";"";"";"";"2006";"V03AN01";"V03AN - Medical gases";"V03A - ALL OTHER THERAPEUTIC PRODUCTS";"V03 - ALL OTHER THERAPEUTIC PRODUCTS";"V - VARIOUS";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"0";"0";"1";"0";"Prescription Only";"O=O";"InChI=1S/O2/c1-2";"False";"0"
"CHEMBL1160571";"PYROPHOSPHORIC ACID";"";"";"2.0";"";"";"1977";"";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"0";"0";"0";"0";"Unknown";"O=P(O)(O)OP(=O)(O)O";"InChI=1S/H4O7P2/c1-8(2,3)7-9(4,5)6/h(H2,1,2,3)(H2,4,5,6)";"False";"0"
"CHEMBL154111";"SALSALATE";"DISALCID|DISALICYCLIC ACID|NSC-49171|SALICYLIC ACID, BIMOLECULAR ESTER|SALICYLSALICYLIC ACID|SALSALATE|SALSALATO|SASAPYRINE";"NSC-49171";"2.0";"";"'sal-; -sal-'";"1972";"anti-inflammatory agents (salicylic acid derivatives); anti-inflammatory agents (salicylic acid derivatives)";"'sal-(sal-); -sal-(-sal-)'";"";"N02BA06";"N02BA - Salicylic acid and derivatives";"N02B - OTHER ANALGESICS AND ANTIPYRETICS";"N02 - ANALGESICS";"N - NERVOUS SYSTEM";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"1";"0";"0";"0";"0";"Unknown";"O=C(Oc1ccccc1C(=O)O)c1ccccc1O";"InChI=1S/C14H10O5/c15-11-7-3-1-5-9(11)14(18)19-12-8-4-2-6-10(12)13(16)17/h1-8,15H,(H,16,17)";"False";"0"
"CHEMBL576127";"FENSPIRIDE";"EURESPAL|FENSPIRIDA|FENSPIRIDE";"";"4.0";"";"";"1969";"";"";"";"R03DX03 | R03BX01";"R03DX - Other systemic drugs for obstructive airway diseases | R03BX - Other drugs for obstructive airway diseases, inhalants";"R03D - OTHER SYSTEMIC DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES | R03B - OTHER DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES, INHALANTS";"R03 - DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES | R03 - DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES";"R - RESPIRATORY SYSTEM | R - RESPIRATORY SYSTEM";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"0";"0";"0";"0";"Withdrawn";"O=C1NCC2(CCN(CCc3ccccc3)CC2)O1";"InChI=1S/C15H20N2O2/c18-14-16-12-15(19-14)7-10-17(11-8-15)9-6-13-4-2-1-3-5-13/h1-5H,6-12H2,(H,16,18)";"True";"0"
"CHEMBL596802";"PRIDOPIDINE";"ACR-16|ACR16|FR-310826|FR310826|Huntexil|PRIDOPIDINA|PRIDOPIDINE|Pridopidine";"ACR-16|ACR16|FR-310826|FR310826";"3.0";"";"'-dopidine'";"2010";"dopamine D2 receptor modulator";"'-dopidine(-dopidine)'";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"0";"0";"0";"0";"Unknown";"CCCN1CCC(c2cccc(S(C)(=O)=O)c2)CC1";"InChI=1S/C15H23NO2S/c1-3-9-16-10-7-13(8-11-16)14-5-4-6-15(12-14)19(2,17)18/h4-6,12-13H,3,7-11H2,1-2H3";"False";"0"
"CHEMBL4650324";"VEBICORVIR";"ABI-H0731|VEBICORVIR";"ABI-H0731";"2.0";"";"'-vir'";"2021";"antivirals: inhibitor of functional assembly of viral core proteins";"'-vir(-vir (-corvir))'";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"0";"0";"0";"0";"Unknown";"O=C(NCc1cnc(C(F)(F)F)s1)c1ccc2c(c1)NC(=O)c1ccccc1S2(=O)=O";"InChI=1S/C19H12F3N3O4S2/c20-19(21,22)18-24-9-11(30-18)8-23-16(26)10-5-6-15-13(7-10)25-17(27)12-3-1-2-4-14(12)31(15,28)29/h1-7,9H,8H2,(H,23,26)(H,25,27)";"False";"0"
"CHEMBL337450";"TAS-109";"CNDAC|DEOXYCYTIDINE ANALOGUE TAS-109|RADGOCITABINE|TAS 109|TAS-109";"";"2.0";"";"";"";"";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Single Stereoisomer";"0";"0";"0";"0";"0";"Unknown";"N#C[C@H]1[C@H](O)[C@@H](CO)O[C@H]1n1ccc(N)nc1=O";"InChI=1S/C10H12N4O4/c11-3-5-8(16)6(4-15)18-9(5)14-2-1-7(12)13-10(14)17/h1-2,5-6,8-9,15-16H,4H2,(H2,12,13,17)/t5-,6+,8-,9+/m0/s1";"False";"0"
"CHEMBL1213633";"METHOXYAMINE";"METHOXYAMINE";"";"2.0";"";"";"";"";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"0";"0";"0";"0";"Unknown";"CON";"InChI=1S/CH5NO/c1-3-2/h2H2,1H3";"False";"0"
"CHEMBL2153191";"AZD-4017";"AZD 4017|AZD-4017|AZD4017";"AZD4017";"2.0";"";"";"";"";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Single Stereoisomer";"0";"0";"0";"0";"0";"Unknown";"CCCSc1nc(N2CCC[C@@H](CC(=O)O)C2)ccc1C(=O)NC1CCCCC1";"InChI=1S/C22H33N3O3S/c1-2-13-29-22-18(21(28)23-17-8-4-3-5-9-17)10-11-19(24-22)25-12-6-7-16(15-25)14-20(26)27/h10-11,16-17H,2-9,12-15H2,1H3,(H,23,28)(H,26,27)/t16-/m0/s1";"False";"0"
"CHEMBL1187";"PHOSPHORIC ACID";"ACIDUM PHOSPHORICUM|AMBERPHOS 54|E 338|E-338|E338|FEMA NO. 2900|INS NO.338|INS-338|NSC-80804|PHOSPHORIC ACID|PHOSPHORIC ACID COMPONENT OF PROCALAMINE|PHOSPHORICUM ACIDUM|VOCOCID|WC-REINIGER|Y-11A06";"E 338|E-338|FEMA NO. 2900|INS NO.338|INS-338|NSC-80804|Y-11A06";"4.0";"Icu Medical Inc|B Braun Medical Inc|Abbott Laboratories Pharmaceutical Products Div";"";"";"";"";"1982";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"0";"1";"0";"0";"Discontinued";"O=P(O)(O)O";"InChI=1S/H3O4P/c1-5(2,3)4/h(H3,1,2,3,4)";"False";"0"
"CHEMBL100259";"URIDINE";"1-.BETA.-D-RIBOFURANOSYLURACIL|NSC-20256|URACIL RIBOSIDE|URIDINE";"NSC-20256";"3.0";"";"";"";"";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Single Stereoisomer";"0";"0";"0";"0";"0";"Unknown";"O=c1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)[nH]1";"InChI=1S/C9H12N2O6/c12-3-4-6(14)7(15)8(17-4)11-2-1-5(13)10-9(11)16/h1-2,4,6-8,12,14-15H,3H2,(H,10,13,16)/t4-,6-,7-,8-/m1/s1";"False";"0"
"CHEMBL2221306";"BFPET";"BFPET";"";"2.0";"";"";"";"";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"0";"0";"0";"0";"Unknown";"Fc1ccc([P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1";"InChI=1S/C24H19FP/c25-20-16-18-24(19-17-20)26(21-10-4-1-5-11-21,22-12-6-2-7-13-22)23-14-8-3-9-15-23/h1-19H/q+1";"False";"0"
"CHEMBL1200989";"ALCLOMETASONE DIPROPIONATE";"ACLOVATE|ALCLOMETASONA|ALCLOMETASONE|ALCLOMETASONE 17,21-DIPROPIONATE|ALCLOMETASONE DIPROPIONATE|MODRASONE|NSC-758914|SCH 22219|SCH-22219";"NSC-758914|SCH 22219|SCH-22219";"4.0";"Taro Pharmaceuticals Inc|Glenmark Pharmaceuticals Ltd|Fougera Pharmaceuticals Inc";"";"1979";"";"";"1982";"D07AB10 | S01BA10";"D07AB - Corticosteroids, moderately potent (group II) | S01BA - Corticosteroids, plain";"D07A - CORTICOSTEROIDS, PLAIN | S01B - ANTIINFLAMMATORY AGENTS";"D07 - CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS | S01 - OPHTHALMOLOGICALS";"D - DERMATOLOGICALS | S - SENSORY ORGANS";"None";"1:Synthetic Small Molecule";"0";"0";"Single Stereoisomer";"0";"0";"0";"1";"0";"Prescription Only";"CCC(=O)OCC(=O)[C@@]1(OC(=O)CC)[C@H](C)C[C@H]2[C@H]3[C@H]([C@@H](O)C[C@@]21C)[C@@]1(C)C=CC(=O)C=C1C[C@H]3Cl";"InChI=1S/C28H37ClO7/c1-6-22(33)35-14-21(32)28(36-23(34)7-2)15(3)10-18-24-19(29)12-16-11-17(30)8-9-26(16,4)25(24)20(31)13-27(18,28)5/h8-9,11,15,18-20,24-25,31H,6-7,10,12-14H2,1-5H3/t15-,18+,19-,20+,24-,25+,26+,27+,28+/m1/s1";"False";"0"
"CHEMBL3990276";"TALC ANHYDROUS";"";"";"4.0";"Novatech Sa|Sciarra Laboratories Inc";"";"";"";"";"1997";"";"";"";"";"";"None";"9:Inorganic";"0";"0";"Achiral Molecule";"0";"0";"1";"0";"0";"Prescription Only";"O=[Mg].O=[Mg].O=[Mg].O=[Si]=O.O=[Si]=O.O=[Si]=O.O=[Si]=O";"InChI=1S/3Mg.4O2Si.3O/c;;;4*1-3-2;;;";"False";"0"
"CHEMBL190561";"LEVONADIFLOXACIN";"(S)-(-)-NADIFLOXACIN|LEVONADIFLOXACIN|LEVONADIFLOXACINA|LEVONADIFLOXACINE|NADIFLOXACIN, (S)-|WCK-771 FREE BASE|WCK771 FREE BASE";"WCK-771 FREE BASE|WCK771 FREE BASE";"2.0";"";"'-oxacin'";"";"antibacterials (quinolone derivatives)";"'-oxacin(-oxacin)'";"";"J01MA24";"J01MA - Fluoroquinolones";"J01M - QUINOLONE ANTIBACTERIALS";"J01 - ANTIBACTERIALS FOR SYSTEMIC USE";"J - ANTIINFECTIVES FOR SYSTEMIC USE";"None";"1:Synthetic Small Molecule";"1";"0";"Single Stereoisomer";"0";"0";"0";"0";"0";"Unknown";"C[C@H]1CCc2c(N3CCC(O)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23";"InChI=1S/C19H21FN2O4/c1-10-2-3-12-16-13(18(24)14(19(25)26)9-22(10)16)8-15(20)17(12)21-6-4-11(23)5-7-21/h8-11,23H,2-7H2,1H3,(H,25,26)/t10-/m0/s1";"False";"0"
"CHEMBL136800";"CX516";"AMPALEX|BDP 12|BDP-12|CX 516|CX-516|CX516";"BDP 12|BDP-12|CX 516|CX-516";"2.0";"";"";"";"";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"0";"0";"0";"0";"Unknown";"O=C(c1ccc2nccnc2c1)N1CCCCC1";"InChI=1S/C14H15N3O/c18-14(17-8-2-1-3-9-17)11-4-5-12-13(10-11)16-7-6-15-12/h4-7,10H,1-3,8-9H2";"False";"0"
"CHEMBL142438";"NITROGEN";"DINITROGEN|E-941|E941|INS NO.941|INS-941|LIQUID NITROGEN|MOLECULAR NITROGEN|NITROGEN|NITROGEN (N2)|NITROGEN GAS|NITROGEN, LIQUID";"E-941|INS NO.941|INS-941";"4.0";"";"";"";"";"";"2015";"V03AN04";"V03AN - Medical gases";"V03A - ALL OTHER THERAPEUTIC PRODUCTS";"V03 - ALL OTHER THERAPEUTIC PRODUCTS";"V - VARIOUS";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"0";"0";"1";"0";"Prescription Only";"N#N";"InChI=1S/N2/c1-2";"False";"0"
"CHEMBL1201301";"MANGAFODIPIR";"MANGAFODIPIR";"";"4.0";"Ic Targets As";"";"1994";"";"";"1997";"V08CA05";"V08CA - Paramagnetic contrast media";"V08C - MAGNETIC RESONANCE IMAGING CONTRAST MEDIA";"V08 - CONTRAST MEDIA";"V - VARIOUS";"None";"1:Synthetic Small Molecule";"0";"0";"Achiral Molecule";"0";"0";"1";"0";"0";"Discontinued";"";"";"False";"0"
"CHEMBL1213351";"PROPOXYPHENE";"ALGAFAN|D-PROPOXYPHENE|DEPROMIC|DEXTROPROPOXIFENO|DEXTROPROPOXYPHEN|DEXTROPROPOXYPHENE|IDS-ND-004(SECT.2)|J5.928E|PROPOXYPHENE, D-|SK-65";"IDS-ND-004(SECT.2)|J5.928E|SK-65";"4.0";"Cornerstone Biopharma Inc|Mallinckrodt Inc|Aaipharma Llc|Alra Laboratories Inc|Impax Laboratories Inc|Purepac Pharmaceutical Co|Valeant Pharmaceuticals International|Teva Pharmaceuticals Usa Inc|Mutual Pharmaceutical Co Inc|Mk Laboratories Inc";"";"1964";"";"";"1957";"N02AC04";"N02AC - Diphenylpropylamine derivatives";"N02A - OPIOIDS";"N02 - ANALGESICS";"N - NERVOUS SYSTEM";"None";"1:Synthetic Small Molecule";"1";"0";"Single Stereoisomer";"0";"1";"0";"0";"1";"Withdrawn";"CCC(=O)O[C@](Cc1ccccc1)(c1ccccc1)[C@H](C)CN(C)C";"InChI=1S/C22H29NO2/c1-5-21(24)25-22(18(2)17-23(3)4,20-14-10-7-11-15-20)16-19-12-8-6-9-13-19/h6-15,18H,5,16-17H2,1-4H3/t18-,22+/m1/s1";"True";"0"
"CHEMBL75133";"IRX-4204";"AGN-194204|AGN194204|IRX-4204|KB-145960|NRX-194204|NRX194204|VTP-194204";"AGN-194204|AGN194204|KB-145960|NRX-194204|NRX194204|VTP-194204";"2.0";"";"";"";"";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"0";"0";"Single Stereoisomer";"0";"0";"0";"0";"0";"Unknown";"CC(/C=C/[C@@H]1C[C@]1(C)c1ccc2c(c1)C(C)(C)CCC2(C)C)=C\C(=O)O";"InChI=1S/C24H32O2/c1-16(13-21(25)26)7-8-18-15-24(18,6)17-9-10-19-20(14-17)23(4,5)12-11-22(19,2)3/h7-10,13-14,18H,11-12,15H2,1-6H3,(H,25,26)/b8-7+,16-13+/t18-,24-/m1/s1";"False";"0"
"CHEMBL2393130";"APABETALONE";"APABETALONA|APABETALONE|RVX-000222|RVX-208|RVX000222";"RVX-000222|RVX-208|RVX000222";"3.0";"";"";"2016";"";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"0";"0";"0";"0";"Unknown";"COc1cc(OC)c2c(=O)[nH]c(-c3cc(C)c(OCCO)c(C)c3)nc2c1";"InChI=1S/C20H22N2O5/c1-11-7-13(8-12(2)18(11)27-6-5-23)19-21-15-9-14(25-3)10-16(26-4)17(15)20(24)22-19/h7-10,23H,5-6H2,1-4H3,(H,21,22,24)";"False";"0"
"CHEMBL3039519";"SAMATASVIR";"IDX-18719|IDX18719|SAMATASVIR";"IDX-18719|IDX18719";"2.0";"";"'-vir'";"2013";"antivirals: nonstructural protein 5A (NS5A) inhibitors";"'-vir(-vir (-asvir))'";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"0";"0";"Single Stereoisomer";"0";"0";"0";"0";"0";"Unknown";"COC(=O)N[C@H](C(=O)N1CCC[C@H]1c1nc2cc(-c3csc4c(-c5ccc(-c6c[nH]c([C@@H]7CCCN7C(=O)[C@H](NC(=O)OC)c7ccccc7)n6)cc5)csc34)ccc2[nH]1)C(C)C";"InChI=1S/C47H48N8O6S2/c1-26(2)38(52-46(58)60-3)44(56)55-21-9-13-37(55)43-49-33-19-18-30(22-34(33)50-43)32-25-63-40-31(24-62-41(32)40)27-14-16-28(17-15-27)35-23-48-42(51-35)36-12-8-20-54(36)45(57)39(53-47(59)61-4)29-10-6-5-7-11-29/h5-7,10-11,14-19,22-26,36-39H,8-9,12-13,20-21H2,1-4H3,(H,48,51)(H,49,50)(H,52,58)(H,53,59)/t36-,37-,38-,39+/m0/s1";"False";"0"
"CHEMBL225411";"GW842166X";"GW 842166|GW 842166X|GW-842,166X|GW-842166|GW-842166X|GW842166|GW842166X";"GW 842166|GW 842166X|GW-842166|GW-842166X|GW842166|GW842166X";"2.0";"";"";"";"";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"0";"0";"0";"0";"Unknown";"O=C(NCC1CCOCC1)c1cnc(Nc2ccc(Cl)cc2Cl)nc1C(F)(F)F";"InChI=1S/C18H17Cl2F3N4O2/c19-11-1-2-14(13(20)7-11)26-17-25-9-12(15(27-17)18(21,22)23)16(28)24-8-10-3-5-29-6-4-10/h1-2,7,9-10H,3-6,8H2,(H,24,28)(H,25,26,27)";"False";"0"
"CHEMBL14012";"FENOXAZOLINE";"FENOXAZOLINA|FENOXAZOLINE";"";"2.0";"";"'-azoline'";"";"antihistamines/local vasoconstrictors (antazoline type)";"'-azoline(-azoline)'";"";"R01AA12";"R01AA - Sympathomimetics, plain";"R01A - DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE";"R01 - NASAL PREPARATIONS";"R - RESPIRATORY SYSTEM";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"0";"0";"0";"0";"Unknown";"CC(C)c1ccccc1OCC1=NCCN1";"InChI=1S/C13H18N2O/c1-10(2)11-5-3-4-6-12(11)16-9-13-14-7-8-15-13/h3-6,10H,7-9H2,1-2H3,(H,14,15)";"False";"0"
"CHEMBL117287";"PRUCALOPRIDE";"PRUCALOPRIDA|PRUCALOPRIDE|R-093877|R093877|RESOLOR";"R-093877";"4.0";"Takeda Pharmaceuticals Usa Inc";"'-pride'";"2011";"sulpride derivatives and analogs";"'-pride(-pride)'";"2009";"A06AX05";"A06AX - Other drugs for constipation";"A06A - DRUGS FOR CONSTIPATION";"A06 - DRUGS FOR CONSTIPATION";"A - ALIMENTARY TRACT AND METABOLISM";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"1";"0";"0";"0";"Prescription Only";"COCCCN1CCC(NC(=O)c2cc(Cl)c(N)c3c2OCC3)CC1";"InChI=1S/C18H26ClN3O3/c1-24-9-2-6-22-7-3-12(4-8-22)21-18(23)14-11-15(19)16(20)13-5-10-25-17(13)14/h11-12H,2-10,20H2,1H3,(H,21,23)";"False";"0"
